Game,Relation,They,Console,Year,Sales
nintendo world championships: nes edition,CHARACTER_IN,lemmy koopa,Switch,2024,0.0
super mario rpg: legend of the seven stars,CHARACTER_IN,geno,Nintendo,1996,2.14
super mario rpg: legend of the seven stars,CHARACTER_IN,geno,SNES,1996,2.14
mario & luigi: superstar saga,CHARACTER_IN,geno,GBA,2003,2.17
super smash bros. for nintendo 3ds,CHARACTER_IN,geno,3DS,2014,0.0
super smash bros. for nintendo 3ds,CHARACTER_IN,geno,3DS,2015,0.0
super smash bros. for nintendo 3ds,CHARACTER_IN,geno,WiiU,2014,0.0
super smash bros. for nintendo 3ds,CHARACTER_IN,geno,"nintendo 3ds, wii u",2014,0.0
super smash bros. for wii u,CHARACTER_IN,geno,WiiU,2014,0.0
super smash bros. for wii u,CHARACTER_IN,geno,WiiU,2015,0.0
super smash bros. for wii u,CHARACTER_IN,geno,3DS,2014,0.0
super smash bros. for wii u,CHARACTER_IN,geno,Wii,2014,0.0
super smash bros. ultimate,CHARACTER_IN,geno,Switch,2018,0.0
super smash bros. ultimate,CHARACTER_IN,geno,Switch,2020,0.0
super smash bros. ultimate,CHARACTER_IN,geno,Switch,2019,0.0
tetris 99,CHARACTER_IN,geno,Switch,2021,0.0
tetris 99,CHARACTER_IN,geno,Switch,2019,0.0
super mario rpg,CHARACTER_IN,geno,Switch,2023,0.0
super mario bros. 3,CHARACTER_IN,boom boom,Nintendo,1988,22.48
super mario bros. 3,CHARACTER_IN,boom boom,Game & Watch,1990,22.48
super mario bros. 3,CHARACTER_IN,boom boom,NES,1988,22.48
super mario all-stars,CHARACTER_IN,boom boom,Nintendo,1993,10.55
super mario all-stars,CHARACTER_IN,boom boom,SNES,1993,10.55
super mario all-stars + super mario world,CHARACTER_IN,boom boom,Nintendo,1994,0.0
super mario all-stars + super mario world,CHARACTER_IN,boom boom,SNES,1994,0.0
super mario advance 4: super mario bros. 3,CHARACTER_IN,boom boom,GBA,2003,0.0
super mario all-stars limited edition,CHARACTER_IN,boom boom,Wii,2010,0.0
super mario 3d land,CHARACTER_IN,boom boom,3DS,2011,10.81
new super mario bros. u,CHARACTER_IN,boom boom,WiiU,2012,5.22
new super luigi u,CHARACTER_IN,boom boom,WiiU,2013,2.24
super mario 3d world,CHARACTER_IN,boom boom,WiiU,2013,4.32
puzzle & dragons: super mario bros. edition,CHARACTER_IN,boom boom,3DS,2015,0.0
minecraft: wii u edition,CHARACTER_IN,boom boom,WiiU,2016,0.0
minecraft: wii u edition,CHARACTER_IN,boom boom,WiiU,2015,0.0
super mario run,CHARACTER_IN,boom boom,Mobile,2016,0.0
super mario run,CHARACTER_IN,boom boom,Mobile,2017,0.0
mario sports superstars,CHARACTER_IN,boom boom,3DS,2017,0.0
minecraft: nintendo switch edition,CHARACTER_IN,boom boom,Switch,2017,0.0
minecraft: new nintendo 3ds edition,CHARACTER_IN,boom boom,3DS,2018,0.0
minecraft: new nintendo 3ds edition,CHARACTER_IN,boom boom,3DS,2017,0.0
minecraft: bedrock edition,CHARACTER_IN,boom boom,Switch,2018,0.0
mario tennis aces,CHARACTER_IN,boom boom,Switch,2018,0.0
super mario party,CHARACTER_IN,boom boom,Switch,2018,0.0
super smash bros. ultimate,CHARACTER_IN,boom boom,Switch,2018,0.0
super smash bros. ultimate,CHARACTER_IN,boom boom,Switch,2020,0.0
super smash bros. ultimate,CHARACTER_IN,boom boom,Switch,2019,0.0
new super mario bros. u deluxe,CHARACTER_IN,boom boom,Switch,2019,0.0
super mario maker 2,CHARACTER_IN,boom boom,Switch,2019,0.0
dr. mario world,CHARACTER_IN,boom boom,Mobile,2019,0.0
dr. mario world,CHARACTER_IN,boom boom,Mobile,2021,0.0
super mario 3d world + bowser's fury,CHARACTER_IN,boom boom,Switch,2021,0.0
mario strikers: battle league,CHARACTER_IN,boom boom,Switch,2022,0.0
super mario party jamboree,CHARACTER_IN,boom boom,Switch,2024,0.0
super mario galaxy,CHARACTER_IN,dino piranha,Wii,2007,11.35
super mario galaxy 2,CHARACTER_IN,dino piranha,Wii,2010,7.51
mario & sonic at the london 2012 olympic games,CHARACTER_IN,dino piranha,Wii,2011,4.9
mario & sonic at the london 2012 olympic games,CHARACTER_IN,dino piranha,3DS,2011,4.9
mario & sonic at the london 2012 olympic games,CHARACTER_IN,dino piranha,3DS,2012,4.9
mario & sonic at the london 2012 olympic games,CHARACTER_IN,dino piranha,"wii, nintendo 3ds",2011,4.9
super smash bros. ultimate,CHARACTER_IN,dino piranha,Switch,2018,0.0
super smash bros. ultimate,CHARACTER_IN,dino piranha,Switch,2020,0.0
super smash bros. ultimate,CHARACTER_IN,dino piranha,Switch,2019,0.0
super mario 3d all-stars,CHARACTER_IN,dino piranha,Switch,2020,0.0
mario & sonic at the olympic games,CHARACTER_IN,miles  tails  prower,Wii,2007,13.08
mario & sonic at the olympic games,CHARACTER_IN,miles  tails  prower,DS,2007,13.08
mario & sonic at the olympic games,CHARACTER_IN,miles  tails  prower,DS,2008,13.08
super smash bros. brawl,CHARACTER_IN,miles  tails  prower,Wii,2008,0.0
mario & sonic at the olympic winter games,CHARACTER_IN,miles  tails  prower,Wii,2009,7.99
mario & sonic at the olympic winter games,CHARACTER_IN,miles  tails  prower,DS,2009,7.99
mario & sonic at the olympic winter games,CHARACTER_IN,miles  tails  prower,"wii, nintendo ds",2009,7.99
mario & sonic at the olympic winter games,CHARACTER_IN,miles  tails  prower,"nintendo ds, wii",2009,7.99
mario & sonic at the london 2012 olympic games,CHARACTER_IN,miles  tails  prower,Wii,2011,4.9
mario & sonic at the london 2012 olympic games,CHARACTER_IN,miles  tails  prower,3DS,2011,4.9
mario & sonic at the london 2012 olympic games,CHARACTER_IN,miles  tails  prower,3DS,2012,4.9
mario & sonic at the london 2012 olympic games,CHARACTER_IN,miles  tails  prower,"wii, nintendo 3ds",2011,4.9
mario & sonic at the sochi 2014 olympic winter games,CHARACTER_IN,miles  tails  prower,WiiU,2013,0.78
mario & sonic at the sochi 2014 olympic winter games,CHARACTER_IN,miles  tails  prower,WiiU,2014,0.78
super smash bros. for nintendo 3ds,CHARACTER_IN,miles  tails  prower,3DS,2014,0.0
super smash bros. for nintendo 3ds,CHARACTER_IN,miles  tails  prower,3DS,2015,0.0
super smash bros. for nintendo 3ds,CHARACTER_IN,miles  tails  prower,WiiU,2014,0.0
super smash bros. for nintendo 3ds,CHARACTER_IN,miles  tails  prower,"nintendo 3ds, wii u",2014,0.0
super smash bros. for wii u,CHARACTER_IN,miles  tails  prower,WiiU,2014,0.0
super smash bros. for wii u,CHARACTER_IN,miles  tails  prower,WiiU,2015,0.0
super smash bros. for wii u,CHARACTER_IN,miles  tails  prower,3DS,2014,0.0
super smash bros. for wii u,CHARACTER_IN,miles  tails  prower,Wii,2014,0.0
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,miles  tails  prower,3DS,2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,miles  tails  prower,WiiU,2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,miles  tails  prower,"nintendo 3ds, wii u",2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,miles  tails  prower,"nintendo 3ds, arcade, wii u",2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,miles  tails  prower,"nintendo 3ds, wii u, arcade",2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,miles  tails  prower,"wii u, nintendo 3ds",2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,miles  tails  prower,Arcade,2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games arcade edition,CHARACTER_IN,miles  tails  prower,Arcade,2016,0.0
super smash bros. ultimate,CHARACTER_IN,miles  tails  prower,Switch,2018,0.0
super smash bros. ultimate,CHARACTER_IN,miles  tails  prower,Switch,2020,0.0
super smash bros. ultimate,CHARACTER_IN,miles  tails  prower,Switch,2019,0.0
mario & sonic at the olympic games tokyo 2020,CHARACTER_IN,miles  tails  prower,Switch,2019,0.0
mario & sonic at the olympic games tokyo 2020,CHARACTER_IN,miles  tails  prower,"nintendo switch, arcade",2019,0.0
mario & sonic at the olympic games tokyo 2020 - arcade edition,CHARACTER_IN,miles  tails  prower,Arcade,2020,0.0
donkey kong country 2: diddy's kong quest,CHARACTER_IN,dixie kong,Nintendo,1995,5.15
donkey kong country 2: diddy's kong quest,CHARACTER_IN,dixie kong,SNES,1995,5.15
donkey kong land 2,CHARACTER_IN,dixie kong,GB,1996,0.0
donkey kong country 3: dixie kong's double trouble!,CHARACTER_IN,dixie kong,Nintendo,1996,3.51
donkey kong country 3: dixie kong's double trouble!,CHARACTER_IN,dixie kong,SNES,1996,3.51
donkey kong land iii,CHARACTER_IN,dixie kong,GB,1997,0.0
super smash bros. melee,CHARACTER_IN,dixie kong,GC,2001,0.0
donkey kong country 2,CHARACTER_IN,dixie kong,GBA,2004,1.23
donkey konga 2,CHARACTER_IN,dixie kong,GC,2004,0.39
dk: king of swing,CHARACTER_IN,dixie kong,GBA,2005,0.0
donkey konga 3 jp,CHARACTER_IN,dixie kong,GC,2005,0.0
mario superstar baseball,CHARACTER_IN,dixie kong,GC,2005,1.46
donkey kong country 3,CHARACTER_IN,dixie kong,GBA,2005,0.77
mario hoops 3-on-3,CHARACTER_IN,dixie kong,DS,2006,0.0
diddy kong racing ds,CHARACTER_IN,dixie kong,DS,2007,0.0
donkey kong barrel blast,CHARACTER_IN,dixie kong,Wii,2007,1.24
dk: jungle climber,CHARACTER_IN,dixie kong,DS,2007,0.0
super smash bros. brawl,CHARACTER_IN,dixie kong,Wii,2008,0.0
mario super sluggers,CHARACTER_IN,dixie kong,Wii,2008,1.89
donkey kong country: tropical freeze,CHARACTER_IN,dixie kong,WiiU,2014,1.52
donkey kong country: tropical freeze,CHARACTER_IN,dixie kong,Switch,2018,1.52
super smash bros. for nintendo 3ds / wii u,CHARACTER_IN,dixie kong,"nintendo 3ds, wii u",2014,0.0
super smash bros. for nintendo 3ds / wii u,CHARACTER_IN,dixie kong,nintendo 3ds / wii u,2014,0.0
super smash bros. ultimate,CHARACTER_IN,dixie kong,Switch,2018,0.0
super smash bros. ultimate,CHARACTER_IN,dixie kong,Switch,2020,0.0
super smash bros. ultimate,CHARACTER_IN,dixie kong,Switch,2019,0.0
mario kart tour,CHARACTER_IN,dixie kong,Mobile,2019,0.0
super mario world 2: yoshi's island,CHARACTER_IN,baby luigi,SNES,1995,7.03
super mario world 2: yoshi's island,CHARACTER_IN,baby luigi,Nintendo,1995,7.03
yoshi's island: super mario advance 3,CHARACTER_IN,baby luigi,GBA,2002,0.0
mario kart: double dash!!,CHARACTER_IN,baby luigi,GC,2003,13.9
yoshi touch & go,CHARACTER_IN,baby luigi,DS,2005,0.38
mario superstar baseball,CHARACTER_IN,baby luigi,GC,2005,1.46
mario kart ds,CHARACTER_IN,baby luigi,DS,2005,23.21
mario & luigi: partners in time,CHARACTER_IN,baby luigi,DS,2005,1.29
yoshi's island ds,CHARACTER_IN,baby luigi,DS,2006,2.76
mario kart arcade gp 2,CHARACTER_IN,baby luigi,Arcade,2007,0.0
super smash bros. brawl,CHARACTER_IN,baby luigi,Wii,2008,0.0
mario kart wii,CHARACTER_IN,baby luigi,Wii,2008,35.52
mario super sluggers,CHARACTER_IN,baby luigi,Wii,2008,1.89
yoshi's new island,CHARACTER_IN,baby luigi,3DS,2014,1.38
mario kart 8,CHARACTER_IN,baby luigi,WiiU,2014,14.18
mario kart 8,CHARACTER_IN,baby luigi,WiiU,2015,14.18
super smash bros. for wii u,CHARACTER_IN,baby luigi,WiiU,2014,0.0
super smash bros. for wii u,CHARACTER_IN,baby luigi,WiiU,2015,0.0
super smash bros. for wii u,CHARACTER_IN,baby luigi,3DS,2014,0.0
super smash bros. for wii u,CHARACTER_IN,baby luigi,Wii,2014,0.0
nintendo badge arcade,CHARACTER_IN,baby luigi,3DS,2014,0.0
mario & luigi: paper jam,CHARACTER_IN,baby luigi,3DS,2015,0.76
mario & luigi: paper jam,CHARACTER_IN,baby luigi,3DS,2016,0.76
mario sports superstars,CHARACTER_IN,baby luigi,3DS,2017,0.0
mario kart 8 deluxe,CHARACTER_IN,baby luigi,Switch,2017,0.0
super smash bros. ultimate,CHARACTER_IN,baby luigi,Switch,2018,0.0
super smash bros. ultimate,CHARACTER_IN,baby luigi,Switch,2020,0.0
super smash bros. ultimate,CHARACTER_IN,baby luigi,Switch,2019,0.0
dr. mario world,CHARACTER_IN,baby luigi,Mobile,2019,0.0
dr. mario world,CHARACTER_IN,baby luigi,Mobile,2021,0.0
mario kart tour,CHARACTER_IN,baby luigi,Mobile,2019,0.0
warioware: move it!,CHARACTER_IN,baby luigi,Switch,2023,0.0
mario kart world,CHARACTER_IN,baby luigi,Switch 2,2025,0.0
mario kart: double dash!!,CHARACTER_IN,toadette,GC,2003,13.9
paper mario: the thousand-year door,CHARACTER_IN,toadette,GC,2004,2.25
paper mario: the thousand-year door,CHARACTER_IN,toadette,Switch,2024,2.25
mario power tennis,CHARACTER_IN,toadette,GC,2004,1.22
mario party 6,CHARACTER_IN,toadette,GC,2004,1.65
mario party advance,CHARACTER_IN,toadette,GBA,2005,0.98
yakuman ds,CHARACTER_IN,toadette,DS,2005,0.0
yakuman ds,CHARACTER_IN,toadette,DS,2004,0.0
dance dance revolution: mario mix,CHARACTER_IN,toadette,GC,2005,0.47
mario superstar baseball,CHARACTER_IN,toadette,GC,2005,1.46
mario party 7,CHARACTER_IN,toadette,GC,2005,1.57
mario party 8,CHARACTER_IN,toadette,Wii,2007,8.27
mario kart arcade gp 2,CHARACTER_IN,toadette,Arcade,2007,0.0
super mario galaxy,CHARACTER_IN,toadette,Wii,2007,11.35
mario party ds,CHARACTER_IN,toadette,DS,2007,8.91
super smash bros. brawl,CHARACTER_IN,toadette,Wii,2008,0.0
mario kart wii,CHARACTER_IN,toadette,Wii,2008,35.52
mario super sluggers,CHARACTER_IN,toadette,Wii,2008,1.89
mario party fushigi no korokoro catcher,CHARACTER_IN,toadette,Arcade,2009,0.0
mario party fushigi no korokoro catcher,CHARACTER_IN,toadette,Arcade,2008,0.0
new play control! mario power tennis,CHARACTER_IN,toadette,Wii,2009,1.46
mario golf: world tour,CHARACTER_IN,toadette,3DS,2014,0.48
mario kart 8,CHARACTER_IN,toadette,WiiU,2014,14.18
mario kart 8,CHARACTER_IN,toadette,WiiU,2015,14.18
super smash bros. for wii u,CHARACTER_IN,toadette,WiiU,2014,0.0
super smash bros. for wii u,CHARACTER_IN,toadette,WiiU,2015,0.0
super smash bros. for wii u,CHARACTER_IN,toadette,3DS,2014,0.0
super smash bros. for wii u,CHARACTER_IN,toadette,Wii,2014,0.0
captain toad: treasure tracker,CHARACTER_IN,toadette,WiiU,2014,1.19
captain toad: treasure tracker,CHARACTER_IN,toadette,Switch,2018,1.19
mario party 10,CHARACTER_IN,toadette,WiiU,2015,1.58
mario tennis: ultra smash,CHARACTER_IN,toadette,WiiU,2015,0.0
mario & luigi: paper jam,CHARACTER_IN,toadette,3DS,2015,0.76
mario & luigi: paper jam,CHARACTER_IN,toadette,3DS,2016,0.76
super mario maker,CHARACTER_IN,toadette,WiiU,2015,3.21
super mario maker,CHARACTER_IN,toadette,WiiU,2016,3.21
minecraft: wii u edition,CHARACTER_IN,toadette,WiiU,2016,0.0
minecraft: wii u edition,CHARACTER_IN,toadette,WiiU,2015,0.0
mario party: star rush,CHARACTER_IN,toadette,3DS,2016,0.3
super mario run,CHARACTER_IN,toadette,Mobile,2016,0.0
super mario run,CHARACTER_IN,toadette,Mobile,2017,0.0
mario kart 8 deluxe,CHARACTER_IN,toadette,Switch,2017,0.0
minecraft: nintendo switch edition,CHARACTER_IN,toadette,Switch,2017,0.0
mario + rabbids kingdom battle,CHARACTER_IN,toadette,Switch,2017,0.0
super mario odyssey,CHARACTER_IN,toadette,Switch,2017,0.0
mario party: the top 100,CHARACTER_IN,toadette,3DS,2017,0.0
minecraft: new nintendo 3ds edition,CHARACTER_IN,toadette,3DS,2018,0.0
minecraft: new nintendo 3ds edition,CHARACTER_IN,toadette,3DS,2017,0.0
minecraft: bedrock edition,CHARACTER_IN,toadette,Switch,2018,0.0
mario tennis aces,CHARACTER_IN,toadette,Switch,2018,0.0
super mario party,CHARACTER_IN,toadette,Switch,2018,0.0
super smash bros. ultimate,CHARACTER_IN,toadette,Switch,2018,0.0
super smash bros. ultimate,CHARACTER_IN,toadette,Switch,2020,0.0
super smash bros. ultimate,CHARACTER_IN,toadette,Switch,2019,0.0
new super mario bros. u deluxe,CHARACTER_IN,toadette,Switch,2019,0.0
super mario maker 2,CHARACTER_IN,toadette,Switch,2019,0.0
dr. mario world,CHARACTER_IN,toadette,Mobile,2019,0.0
dr. mario world,CHARACTER_IN,toadette,Mobile,2021,0.0
mario kart tour,CHARACTER_IN,toadette,Mobile,2019,0.0
mario & sonic at the olympic games tokyo 2020,CHARACTER_IN,toadette,Switch,2019,0.0
mario & sonic at the olympic games tokyo 2020,CHARACTER_IN,toadette,"nintendo switch, arcade",2019,0.0
super mario 3d all-stars,CHARACTER_IN,toadette,Switch,2020,0.0
super mario 3d world + bowser's fury,CHARACTER_IN,toadette,Switch,2021,0.0
mario golf: super rush,CHARACTER_IN,toadette,Switch,2021,0.0
warioware: get it together!,CHARACTER_IN,toadette,Switch,2021,0.0
mario party superstars,CHARACTER_IN,toadette,Switch,2021,0.0
mario party superstars,CHARACTER_IN,toadette,3DS,2017,0.0
mario + rabbids sparks of hope,CHARACTER_IN,toadette,Switch,2022,0.0
super mario bros. wonder,CHARACTER_IN,toadette,Switch,2023,0.0
super mario party jamboree,CHARACTER_IN,toadette,Switch,2024,0.0
mario kart world,CHARACTER_IN,toadette,Switch 2,2025,0.0
super mario 3d land,CHARACTER_IN,pom pom,3DS,2011,10.81
super mario 3d world,CHARACTER_IN,pom pom,WiiU,2013,4.32
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,pom pom,3DS,2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,pom pom,WiiU,2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,pom pom,"nintendo 3ds, wii u",2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,pom pom,"nintendo 3ds, arcade, wii u",2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,pom pom,"nintendo 3ds, wii u, arcade",2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,pom pom,"wii u, nintendo 3ds",2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,pom pom,Arcade,2016,0.8700000000000001
mario sports superstars,CHARACTER_IN,pom pom,3DS,2017,0.0
super mario party,CHARACTER_IN,pom pom,Switch,2018,0.0
super smash bros. ultimate,CHARACTER_IN,pom pom,Switch,2018,0.0
super smash bros. ultimate,CHARACTER_IN,pom pom,Switch,2020,0.0
super smash bros. ultimate,CHARACTER_IN,pom pom,Switch,2019,0.0
super mario maker 2,CHARACTER_IN,pom pom,Switch,2019,0.0
dr. mario world,CHARACTER_IN,pom pom,Mobile,2019,0.0
dr. mario world,CHARACTER_IN,pom pom,Mobile,2021,0.0
super mario 3d world + bowser's fury,CHARACTER_IN,pom pom,Switch,2021,0.0
super mario party jamboree,CHARACTER_IN,pom pom,Switch,2024,0.0
mario kart 8,CHARACTER_IN,baby rosalina,WiiU,2014,14.18
mario kart 8,CHARACTER_IN,baby rosalina,WiiU,2015,14.18
nintendo badge arcade,CHARACTER_IN,baby rosalina,3DS,2014,0.0
mario kart 8 deluxe,CHARACTER_IN,baby rosalina,Switch,2017,0.0
super smash bros. ultimate,CHARACTER_IN,baby rosalina,Switch,2018,0.0
super smash bros. ultimate,CHARACTER_IN,baby rosalina,Switch,2020,0.0
super smash bros. ultimate,CHARACTER_IN,baby rosalina,Switch,2019,0.0
mario kart tour,CHARACTER_IN,baby rosalina,Mobile,2019,0.0
dr. mario world,CHARACTER_IN,baby rosalina,Mobile,2019,0.0
dr. mario world,CHARACTER_IN,baby rosalina,Mobile,2021,0.0
mario kart world,CHARACTER_IN,baby rosalina,Switch 2,2025,0.0
super mario bros. 2,CHARACTER_IN,toad,Nintendo,1988,7.46
super mario bros. 2,CHARACTER_IN,toad,NES,1988,7.46
super mario kart,CHARACTER_IN,toad,SNES,1992,8.76
super mario kart,CHARACTER_IN,toad,Nintendo,1992,8.76
super mario all-stars,CHARACTER_IN,toad,Nintendo,1993,10.55
super mario all-stars,CHARACTER_IN,toad,SNES,1993,10.55
mario is missing! cd-rom deluxe,CHARACTER_IN,toad,PC,1994,0.0
super mario 64,CHARACTER_IN,toad,N64,1996,22.19
mario kart 64,CHARACTER_IN,toad,N64,1996,9.87
mario party,CHARACTER_IN,toad,N64,1998,2.7
mario golf (nintendo 64),CHARACTER_IN,toad,N64,1999,0.0
mario party 2,CHARACTER_IN,toad,N64,1999,2.5
mario artist: paint studio,CHARACTER_IN,toad,N64,1999,0.0
mario tennis (nintendo 64),CHARACTER_IN,toad,N64,2000,0.0
mario tennis (game boy color),CHARACTER_IN,toad,GBC,2000,0.0
mario party 3,CHARACTER_IN,toad,N64,2000,1.91
super mario advance,CHARACTER_IN,toad,GBA,2001,5.49
mario kart: super circuit,CHARACTER_IN,toad,GBA,2001,5.47
super smash bros. melee,CHARACTER_IN,toad,GC,2001,0.0
mario party 4,CHARACTER_IN,toad,GC,2002,2.47
mario golf: toadstool tour,CHARACTER_IN,toad,GC,2003,1.53
mario kart: double dash!!,CHARACTER_IN,toad,GC,2003,13.9
mario party 5,CHARACTER_IN,toad,GC,2003,2.08
mario power tennis,CHARACTER_IN,toad,GC,2004,1.22
mario party 6,CHARACTER_IN,toad,GC,2004,1.65
warioware: touched!,CHARACTER_IN,toad,DS,2004,0.0
warioware: touched!,CHARACTER_IN,toad,DS,2005,0.0
mario party advance,CHARACTER_IN,toad,GBA,2005,0.98
yakuman ds,CHARACTER_IN,toad,DS,2005,0.0
yakuman ds,CHARACTER_IN,toad,DS,2004,0.0
dance dance revolution: mario mix,CHARACTER_IN,toad,GC,2005,0.47
mario superstar baseball,CHARACTER_IN,toad,GC,2005,1.46
mario kart arcade gp,CHARACTER_IN,toad,Arcade,2005,0.0
mario kart ds,CHARACTER_IN,toad,DS,2005,23.21
mario party 7,CHARACTER_IN,toad,GC,2005,1.57
super paper mario,CHARACTER_IN,toad,Wii,2007,3.71
super mario galaxy,CHARACTER_IN,toad,Wii,2007,11.35
mario party 8,CHARACTER_IN,toad,Wii,2007,8.27
mario kart arcade gp 2,CHARACTER_IN,toad,Arcade,2007,0.0
mario party ds,CHARACTER_IN,toad,DS,2007,8.91
super smash bros. brawl,CHARACTER_IN,toad,Wii,2008,0.0
mario kart wii,CHARACTER_IN,toad,Wii,2008,35.52
